Sample_ID,Match,Species,Latitude,Longitude,elevation,Sample_location,Date_sampled,Date_propagated,Date_planted,Year_planted,Mother_height,Mother_CW_1,Mother_CW_2,Mother_LS,Mother_LL1,Mother_LL2,Mother_LL3,Mother_SE1,Mother_SE2,Mother_SE3,Mother_Sex,Cutting_length,Cutting_diameter,Cutting_age,Survived_2014,Survived_2015,Survived_2016,Survived_2017,Survived_2018,Survived_2019,Survived_2020,Bed,Row,Column,Notes
HE16SA16,HE16SA16,Salix arctica,69.57690099,-138.918546,38.270699,Qikiqtaruk,2024-07-16,2025-07-16,2006-08-16,2016,8.5,NA,NA,5.2,NA,NA,NA,NA,NA,NA,Unknown,20.8,3.4,NA,NA,NA,NA,0,0,0,0,15,5,7,
HE16SA17,HE16SA17,Salix arctica,69.57695698,-138.918586,38.855656,Qikiqtaruk,2024-07-16,2025-07-16,2006-08-16,2016,6.5,NA,NA,6.5,NA,NA,NA,NA,NA,NA,Female,32.4,7.7,NA,NA,NA,NA,0,0,0,0,15,4,7,
HE16SA18,HE16SA18,Salix arctica,69.576959,-138.91858,40.004688,Qikiqtaruk,2024-07-16,2025-07-16,2006-08-16,2016,6.5,NA,NA,6.5,NA,NA,NA,NA,NA,NA,Female,25,5.7,NA,NA,NA,NA,0,0,0,0,15,3,7,
HE16SA19,HE16SA19,Salix arctica,69.57701004,-138.918826,38.656822,Qikiqtaruk,2024-07-16,2025-07-16,2006-08-16,2016,9,NA,NA,9.7,NA,NA,NA,NA,NA,NA,Female,27.1,9.2,NA,NA,NA,NA,0,0,0,0,15,2,7,
HE16SA20,HE16SA20,Salix arctica,69.57696,-138.918928,37.819965,Qikiqtaruk,2024-07-16,2025-07-16,2006-08-16,2016,9.5,NA,NA,10,NA,NA,NA,NA,NA,NA,Female,19.1,5.8,NA,NA,NA,NA,0,0,0,0,15,1,7,
KP16SP41,KP16SP41,Salix pulchra,60.96705096,-138.424121,1616.418579,Kluane Plateau,2007-08-16,NA,2008-08-16,2016,106,179,73,34,74,81,NA,151,145,NA,Unknown,50.8,7.6,NA,NA,NA,NA,1,1,1,1,1,1,1,
KP16SP42,KP16SP42,Salix pulchra,60.96714601,-138.424403,1617.30603,Kluane Plateau,2007-08-16,NA,2008-08-16,2016,99.5,248,251,25,52,55,NA,121,140,NA,Unknown,42,9.8,NA,NA,NA,NA,0,0,0,0,6,2,2,
KP16SP43,KP16SP43,Salix pulchra,60.96716596,-138.424582,1616.893311,Kluane Plateau,2007-08-16,NA,2008-08-16,2016,73,251,162,17,66,62,NA,87,263,NA,Unknown,47.5,8.3,NA,NA,NA,NA,1,1,1,1,6,2,3,
KP16SP44,KP16SP44,Salix pulchra,60.96720502,-138.424787,1618.757935,Kluane Plateau,2007-08-16,NA,2008-08-16,2016,127,256,191,34,86,87,NA,65,115,NA,Unknown,41.9,7.4,NA,NA,NA,NA,0,0,0,0,6,2,4,
KP16SP45,KP16SP45,Salix pulchra,60.96716998,-138.425749,1627.521851,Kluane Plateau,2007-08-16,NA,2008-08-16,2016,93,185,154,24,59,54,NA,135,141,NA,Unknown,41.1,8.7,NA,NA,NA,NA,1,1,0,0,6,2,5,
KP16SP46,KP16SP46,Salix pulchra,60.96647202,-138.425872,1655.30249,Kluane Plateau,2007-08-16,NA,2008-08-16,2016,140,276,273,37,9.4,8.7,NA,12.6,18.7,NA,Female,42.9,10.3,NA,NA,NA,NA,1,1,1,1,6,2,6,
KP16SP47,KP16SP47,Salix pulchra,60.96658199,-138.426321,1657.020142,Kluane Plateau,2007-08-16,NA,2008-08-16,2016,108,279,190,29.1,8.1,7.3,NA,13.3,13.2,NA,Unknown,32.5,14.9,NA,NA,NA,NA,0,0,0,0,3,5,3,
KP16SP48,KP16SP48,Salix pulchra,60.96586098,-138.426979,1673.338623,Kluane Plateau,2007-08-16,NA,2008-08-16,2016,52,118,107,19.5,3.1,4.3,NA,8,13.7,NA,Unknown,36.2,11.6,NA,NA,NA,NA,0,0,0,0,3,2,4,
KP16SP49,KP16SP49,Salix pulchra,60.96490896,-138.427526,1692.822266,Kluane Plateau,2007-08-16,NA,2008-08-16,2016,101,310,226,43.8,6.3,5.8,NA,12.3,7.4,NA,Unknown,36.4,11,NA,NA,NA,NA,0,0,0,0,8,1,1,
KP16SP50,KP16SP50,Salix pulchra,60.96150398,-138.427042,1732.940308,Kluane Plateau,2007-08-16,NA,2008-08-16,2016,58,132,212,22.7,6.8,7.1,NA,16.6,13.9,NA,Unknown,41.5,13.4,NA,NA,NA,NA,0,0,0,0,8,1,2,
KP16SP51,KP16SP51,Salix pulchra,60.96325002,-138.425654,1697.054932,Kluane Plateau,2007-08-16,NA,2009-08-16,2016,150,146,121,26,75,77,NA,121,85,NA,Unknown,42.3,12.4,NA,NA,NA,NA,1,1,1,1,6,5,1,
KP16SP52,KP16SP52,Salix pulchra,60.96321297,-138.425804,1700.040161,Kluane Plateau,2007-08-16,NA,2009-08-16,2016,37,193,97,19,61,72,NA,110,140,NA,Unknown,35,8.1,NA,NA,NA,NA,1,1,1,1,6,4,1,
KP16SP53,KP16SP53,Salix pulchra,60.96167497,-138.4282,1746.958618,Kluane Plateau,2007-08-16,NA,2009-08-16,2016,112,264,257,39,65,72,NA,136,148,NA,Female,30.5,7,NA,NA,NA,NA,0,0,0,0,6,3,1,
KP16SP54,KP16SP54,Salix pulchra,60.96177103,-138.427977,1743.763184,Kluane Plateau,2007-08-16,NA,2009-08-16,2016,29,87,68,17,45,58,NA,82,120,NA,Unknown,25.4,6.9,NA,NA,NA,NA,0,0,0,0,6,2,1,
KP16SP55,KP16SP55,Salix pulchra,60.96200799,-138.427676,1738.053101,Kluane Plateau,2007-08-16,NA,2009-08-16,2016,40,76,65,9,45,51,NA,71,93,NA,Unknown,35.2,9.4,NA,NA,NA,NA,1,1,1,1,6,1,1,
KP16SP56,KP16SP56,Salix pulchra,60.96125403,-138.427357,1743.116089,Kluane Plateau,2007-08-16,NA,2009-08-16,2016,107,159,148,33,6.2,5.9,NA,8,3.1,NA,Unknown,41.2,10.8,NA,NA,NA,NA,1,1,1,1,14,5,2,
KP16SP57,KP16SP57,Salix pulchra,60.96121598,-138.427478,1744.345825,Kluane Plateau,2007-08-16,NA,2009-08-16,2016,47,184,184,15.1,6.3,6.2,NA,7.2,7.5,NA,Unknown,34.8,7.9,NA,NA,NA,NA,1,1,,0,14,4,2,
KP16SP58,KP16SP58,Salix pulchra,60.96105899,-138.427542,1746.922485,Kluane Plateau,2007-08-16,NA,2009-08-16,2016,26,85,63,8.8,5.4,4.7,NA,3.6,4,NA,Unknown,35.1,9.5,NA,NA,NA,NA,0,0,0,0,14,3,2,
KP16SP59,KP16SP59,Salix pulchra,60.961003,-138.427574,1747.221191,Kluane Plateau,2007-08-16,NA,2009-08-16,2016,41,146,102,15.2,4.9,4.6,NA,3.9,5.5,NA,Female,47.5,10.4,NA,NA,NA,NA,1,1,1,1,14,2,2,
KP16SP60,KP16SP60,Salix pulchra,60.96013497,-138.428908,1778.907471,Kluane Plateau,2007-08-16,NA,2009-08-16,2016,87,354,338,31.7,7.2,6.6,NA,9.8,13.4,NA,Female,37.8,18.6,NA,NA,NA,NA,1,1,1,1,14,1,2,
KP16SR41,KP16SR41,Salix richardsonii,60.96692104,-138.423964,1615.660767,Kluane Plateau,2007-08-16,NA,2009-08-16,2016,141,102,81,32,61,63,NA,131,142,NA,Unknown,43.4,9.1,NA,NA,NA,NA,1,1,1,1,5,1,2,
KP16SR42,KP16SR42,Salix richardsonii,60.96713,-138.424256,1616.291748,Kluane Plateau,2007-08-16,NA,2009-08-16,2016,108,154,186,37,72,75,NA,119,138,NA,Unknown,38.5,11.4,NA,NA,NA,NA,0,0,0,0,5,1,3,
KP16SR43,KP16SR43,Salix richardsonii,60.96714601,-138.424403,1617.30603,Kluane Plateau,2007-08-16,NA,2009-08-16,2016,111,272,250,61,71,85,NA,132,162,NA,Female,51.6,10.3,NA,NA,NA,NA,0,0,0,0,5,1,4,
KP16SR44,KP16SR44,Salix richardsonii,60.96726998,-138.425317,1623.336548,Kluane Plateau,2007-08-16,NA,2009-08-16,2016,66,222,187,34,66,71,NA,207,109,NA,Unknown,43.5,12.7,NA,NA,NA,NA,0,0,0,0,5,1,5,
KP16SR45,KP16SR45,Salix richardsonii,60.96716998,-138.425749,1627.521851,Kluane Plateau,2007-08-16,NA,2009-08-16,2016,76,206,207,44,62,59,NA,96,105,NA,Female,43.4,11.3,NA,NA,NA,NA,0,0,0,0,5,1,6,
KP16SR46,KP16SR46,Salix richardsonii,,,,Kluane Plateau,2007-08-16,NA,2009-08-16,2016,124.5,245,193,64.1,6.5,6.9,NA,14.5,14.5,NA,Female,54.8,14.3,NA,NA,NA,NA,0,0,0,0,7,1,3,
KP16SR47,KP16SR47,Salix richardsonii,60.96647202,-138.425872,1655.30249,Kluane Plateau,2007-08-16,NA,2009-08-16,2016,116,193,179,33.5,8.5,9.3,NA,9.4,15.6,NA,Unknown,35.4,11.2,NA,NA,NA,NA,0,0,0,0,7,1,4,
KP16SR48,KP16SR48,Salix richardsonii,60.96586098,-138.426979,1673.338623,Kluane Plateau,2007-08-16,NA,2009-08-16,2016,61,54,37,18.1,4.2,4.4,NA,8.4,7.2,NA,Unknown,39.9,6.9,NA,NA,NA,NA,0,0,0,0,7,1,5,
KP16SR49,KP16SR49,Salix richardsonii,60.96490896,-138.427526,1692.822266,Kluane Plateau,2007-08-16,NA,2009-08-16,2016,88,213,198,47.6,8.1,7.5,NA,10.1,10.9,NA,Male,45.5,20.4,NA,NA,NA,NA,0,0,0,0,7,1,6,
KP16SR50,KP16SR50,Salix richardsonii,60.96667796,-138.424211,1630.615234,Kluane Plateau,2007-08-16,NA,2009-08-16,2016,143,165,215,51.8,7.3,6.8,NA,11.5,13.1,NA,Female,37.5,19.1,NA,NA,NA,NA,0,0,0,0,7,1,7,
KP16SR51,KP16SR51,Salix richardsonii,60.96342998,-138.425071,1688.662964,Kluane Plateau,2007-08-16,NA,2009-08-16,2016,67,142,115,35,56,57,NA,101,138,NA,Unknown,46.7,10.5,NA,NA,NA,NA,1,1,1,1,13,5,7,
KP16SR52,KP16SR52,Salix richardsonii,60.96345303,-138.4252,1689.140503,Kluane Plateau,2007-08-16,NA,2009-08-16,2016,71,145,104,25,51,50,NA,115,133,NA,Female,34.1,9.7,NA,NA,NA,NA,1,1,1,1,13,4,7,
KP16SR53,KP16SR53,Salix richardsonii,60.96349301,-138.425872,1698.091553,Kluane Plateau,2007-08-16,NA,2009-08-16,2016,92,248,218,36,46,48,NA,71,56,NA,Female,36.3,9.1,NA,NA,NA,NA,1,1,1,1,13,3,7,
KP16SR54,KP16SR54,Salix richardsonii,60.96331397,-138.425697,1697.407715,Kluane Plateau,2007-08-16,NA,2009-08-16,2016,66,123,114,20,70,81,NA,165,183,NA,Unknown,28.1,7.7,NA,NA,NA,NA,0,0,0,0,13,2,7,
KP16SR55,KP16SR55,Salix richardsonii,60.96324398,-138.426284,1703.817749,Kluane Plateau,2007-08-16,NA,2009-08-16,2016,44,102,65,12,50,53,NA,90,96,NA,Unknown,31.7,8.1,NA,NA,NA,NA,1,0,0,0,13,1,7,
KP16SR56,KP16SR56,Salix richardsonii,60.96150398,-138.427042,1732.940308,Kluane Plateau,2007-08-16,NA,2009-08-16,2016,102,189,197,36.8,5.3,5.8,NA,12.2,12.1,NA,Unknown,46.6,9.6,NA,NA,NA,NA,0,0,0,0,16,5,2,
KP16SR57,KP16SR57,Salix richardsonii,60.96121598,-138.427478,1744.345825,Kluane Plateau,2007-08-16,NA,2009-08-16,2016,70,122,95,22.7,6.7,6.1,NA,9.6,4,NA,Unknown,43.4,12.7,NA,NA,NA,NA,1,1,1,1,16,4,2,
KP16SR58,KP16SR58,Salix richardsonii,60.96105899,-138.427542,1746.922485,Kluane Plateau,2007-08-16,NA,2009-08-16,2016,54,104,84,20.8,5.7,5.6,NA,4.4,5.5,NA,Female,33.2,9.2,NA,NA,NA,NA,1,1,1,1,16,3,2,
KP16SR59,KP16SR59,Salix richardsonii,60.961003,-138.427574,1747.221191,Kluane Plateau,2007-08-16,NA,2009-08-16,2016,96,119,66,27.1,5.9,4.3,NA,4.3,6.1,NA,Unknown,45.9,15.9,NA,NA,NA,NA,0,0,0,0,16,2,2,
KP16SR60,KP16SR60,Salix richardsonii,60.96011803,-138.42893,1780.719849,Kluane Plateau,2007-08-16,NA,2009-08-16,2016,71,175,162,26.9,6,6.6,NA,14.3,9.2,NA,Female,45.4,12.7,NA,NA,NA,NA,1,1,1,1,16,1,2,
K15PBG16,#N/A,Betula nana,60.97399998,-138.411451,1512.247314,Kluane Plateau,2018-08-15,2018-08-15,2019-08-15,2015,48.8,95,NA,1.7,NA,NA,NA,NA,NA,NA,NA,48,6,NA,NA,NA,0,0,0,0,0,10,5,7,
K15PBG17,K15PBG17,Betula nana,60.97398003,-138.411903,1514.686768,Kluane Plateau,2018-08-15,2018-08-15,2019-08-15,2015,48,325,NA,1.8,NA,NA,NA,NA,NA,NA,NA,36,7,NA,NA,NA,0,0,0,0,0,9,1,1,
K15PBG18,#N/A,Betula nana,60.974278,-138.412101,1511.015015,Kluane Plateau,2018-08-15,2018-08-15,2019-08-15,2015,35,178,NA,0.9,NA,NA,NA,NA,NA,NA,NA,17,10,NA,NA,NA,0,0,0,0,0,10,1,7,
K15PSA1,K15PSa1,Salix arctica,60.95292603,-138.421705,1910.363281,Kluane Plateau,2018-08-15,2018-08-15,2020-08-15,2015,17.1,68,NA,0.7,NA,NA,NA,NA,NA,NA,NA,22,5,NA,NA,NA,0,0,0,0,0,12,5,2,
K15PSA10,K15PSa10,Salix arctica,60.95351997,-138.420552,1905.942871,Kluane Plateau,2018-08-15,2018-08-15,2020-08-15,2015,23,63,NA,0.7,NA,NA,NA,NA,NA,NA,NA,23,6,NA,NA,NA,1,1,1,1,1,12,1,4,
K15PSA11,K15PSa11,Salix arctica,60.95359599,-138.420592,1901.067627,Kluane Plateau,2018-08-15,2018-08-15,2020-08-15,2015,30,144,NA,0.8,NA,NA,NA,NA,NA,NA,NA,38,9,NA,NA,NA,1,1,1,1,1,12,5,6,
K15PSA12,K15PSa12,Salix arctica,60.95355802,-138.420374,1900.994263,Kluane Plateau,2018-08-15,2018-08-15,2020-08-15,2015,34,112,NA,1.2,NA,NA,NA,NA,NA,NA,NA,30,6,NA,NA,NA,1,1,1,1,1,12,4,6,
K15PSA13,K15PSa13,Salix arctica,60.95351703,-138.420245,1903.670898,Kluane Plateau,2018-08-15,2018-08-15,2020-08-15,2015,24.5,84,NA,1,NA,NA,NA,NA,NA,NA,NA,29,6,NA,NA,NA,1,1,1,1,,12,3,6,
K15PSA14,K15PSa14,Salix arctica,60.95340396,-138.420335,1905.036133,Kluane Plateau,2018-08-15,2018-08-15,2020-08-15,2015,20.5,167,NA,1.3,NA,NA,NA,NA,NA,NA,NA,25,11,NA,NA,NA,1,0,0,0,0,12,2,6,
K15PSA15,K15PSa15,Salix arctica,60.95324596,-138.420253,1908.506104,Kluane Plateau,2018-08-15,2018-08-15,2020-08-15,2015,23,137,NA,1.4,NA,NA,NA,NA,NA,NA,NA,26,11,NA,NA,NA,1,1,1,1,1,12,1,6,
K15PSA2,K15PSa2,Salix arctica,60.95289996,-138.421366,1912.616333,Kluane Plateau,2018-08-15,2018-08-15,2020-08-15,2015,28,75,NA,0.9,NA,NA,NA,NA,NA,NA,NA,25,7,NA,NA,NA,1,1,1,1,1,12,4,2,
K15PSA3,K15PSa3,Salix arctica,60.952835,-138.421352,1913.554565,Kluane Plateau,2018-08-15,2018-08-15,2020-08-15,2015,17.6,64,NA,0.9,NA,NA,NA,NA,NA,NA,NA,17,6,NA,NA,NA,1,0,0,0,0,12,3,2,
K15PSA4,K15PSa4,Salix arctica,60.952734,-138.421618,1914.418701,Kluane Plateau,2018-08-15,2018-08-15,2020-08-15,2015,23.5,31.4,NA,0.6,NA,NA,NA,NA,NA,NA,NA,21,7,NA,NA,NA,0,0,0,0,0,12,2,2,
K15PSA5,K15PSa5,Salix arctica,60.95282796,-138.421737,1913.546509,Kluane Plateau,2018-08-15,2018-08-15,2020-08-15,2015,17.4,37,NA,1,NA,NA,NA,NA,NA,NA,NA,16,7,NA,NA,NA,0,0,0,0,0,12,1,2,
K15PSA6,K15PSa6,Salix arctica,60.95356196,-138.420813,1903.409912,Kluane Plateau,2018-08-15,2018-08-15,2020-08-15,2015,28.1,38.4,NA,1.1,NA,NA,NA,NA,NA,NA,NA,29,10,NA,NA,NA,0,1,1,1,1,12,5,4,
K15PSA7,K15PSa7,Salix arctica,60.95345803,-138.420988,1903.077759,Kluane Plateau,2018-08-15,2018-08-15,2020-08-15,2015,20.5,46,NA,0.7,NA,NA,NA,NA,NA,NA,NA,23,6,NA,NA,NA,1,1,1,1,1,12,4,4,
K15PSA8,K15PSa8,Salix arctica,60.95341704,-138.420733,1903.761475,Kluane Plateau,2018-08-15,2018-08-15,2020-08-15,2015,34,94,NA,0.6,NA,NA,NA,NA,NA,NA,NA,38,6,NA,NA,NA,0,1,1,1,1,12,3,4,
K15PSA9,K15PSa9,Salix arctica,60.95347797,-138.420709,1903.221313,Kluane Plateau,2018-08-15,2018-08-15,2020-08-15,2015,26,162,NA,0.8,NA,NA,NA,NA,NA,NA,NA,28,7,NA,NA,NA,1,1,1,1,1,12,2,4,
H15SA16,H15Sa16,Salix arctica,69.56981602,-138.898178,-1.609634,QHI,2025-07-15,2025-07-15,2020-08-15,2015,31,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,43,6,NA,NA,NA,0,0,0,0,0,12,5,7,
H15SA17,H15Sa17,Salix arctica,69.56995198,-138.897554,-4.52042,QHI,2025-07-15,2025-07-15,2020-08-15,2015,20,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,23,7,NA,NA,NA,0,0,0,0,0,12,4,7,
H15SA18,H15Sa18,Salix arctica,69.57000202,-138.896941,-3.436357,QHI,2025-07-15,2025-07-15,2020-08-15,2015,39,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,33,5,NA,NA,NA,1,1,1,1,1,12,3,7,
H15SA19,H15Sa19,Salix arctica,69.57007804,-138.896612,-3.269457,QHI,2025-07-15,2025-07-15,2020-08-15,2015,13.2,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,29,7,NA,NA,NA,1,1,1,1,1,12,2,7,
H15SA20,H15Sa20,Salix arctica,69.57058699,-138.893829,-2.667103,QHI,2025-07-15,2025-07-15,2020-08-15,2015,29.5,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,40,6,NA,NA,NA,1,1,1,0,0,12,1,7,
H15SA11,H15Sa11,Salix arctica,69.576111,-138.866832,67.393723,QHI,2024-07-15,2024-07-15,2020-08-15,2015,6.1,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,37,4,NA,NA,NA,1,1,1,1,,12,5,5,
H15SA12,H15Sa12,Salix arctica,69.57616104,-138.866612,68.592293,QHI,2024-07-15,2024-07-15,2020-08-15,2015,5.5,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,28,6,NA,NA,NA,1,1,1,1,1,12,4,5,
H15SA13,H15Sa13,Salix arctica,69.57625399,-138.86657,68.228722,QHI,2024-07-15,2024-07-15,2020-08-15,2015,9,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,46,6,NA,NA,NA,0,1,NA,NA,NA,12,3,5,
H15SA14,H15Sa14,Salix arctica,69.57630596,-138.866471,67.92659,QHI,2024-07-15,2024-07-15,2020-08-15,2015,5.6,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,36,5,NA,NA,NA,1,0,0,0,0,12,2,5,
H15SA15,H15Sa15,Salix arctica,69.57639003,-138.866429,68.462914,QHI,2024-07-15,2024-07-15,2020-08-15,2015,7.3,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,33,8,NA,NA,NA,1,1,1,1,1,12,1,5,
H15SA10,H15Sa10,Salix arctica,69.575163,-138.904083,21.222759,QHI,2022-07-15,2022-07-15,2020-08-15,2015,7,-,NA,1.1,NA,NA,NA,NA,NA,NA,NA,42,11,NA,NA,NA,1,1,1,1,1,12,1,3,
H15SA6,H15Sa6,Salix arctica,69.57556299,-138.903825,41.064289,QHI,2022-07-15,2022-07-15,2020-08-15,2015,7,-,NA,0.8,NA,NA,NA,NA,NA,NA,NA,37,8,NA,NA,NA,0,0,0,0,0,12,5,3,
H15SA7,H15Sa7,Salix arctica,69.57547104,-138.904148,24.700895,QHI,2022-07-15,2022-07-15,2020-08-15,2015,8.5,-,NA,0.7,NA,NA,NA,NA,NA,NA,NA,42,4,NA,NA,NA,1,1,1,1,1,12,4,3,
H15SA8,H15Sa8,Salix arctica,69.57539602,-138.904156,23.655741,QHI,2022-07-15,2022-07-15,2020-08-15,2015,9,-,NA,1.5,NA,NA,NA,NA,NA,NA,NA,33,9,NA,NA,NA,0,0,0,0,0,12,3,3,
H15SA9,H15Sa9,Salix arctica,69.57530399,-138.904211,21.726387,QHI,2022-07-15,2022-07-15,2020-08-15,2015,6,-,NA,1,NA,NA,NA,NA,NA,NA,NA,31,6,NA,NA,NA,1,1,1,1,1,12,2,3,
H15BN22,#N/A,Betula nana,69.577766,-138.910601,17.337406,QHI,2021-07-15,2021-07-15,2019-08-15,2015,39,255,NA,0.9,NA,NA,NA,NA,NA,NA,NA,50,8,NA,NA,NA,0,0,0,0,0,10,1,4,
H15BN23,#N/A,Betula nana,69.57781697,-138.911373,49.548012,QHI,2021-07-15,2021-07-15,2019-08-15,2015,12,336,NA,0.4,NA,NA,NA,NA,NA,NA,NA,43,5,NA,NA,NA,0,0,0,0,0,10,3,2,
H15BN24,#N/A,Betula nana,69.57755302,-138.911933,49.222561,QHI,2021-07-15,2021-07-15,2019-08-15,2015,31,>500,NA,0.9,NA,NA,NA,NA,NA,NA,NA,33,7,NA,NA,NA,0,0,0,0,0,10,2,6,
H15BN25,#N/A,Betula nana,69.57767498,-138.912564,50.133881,QHI,2021-07-15,2021-07-15,2019-08-15,2015,19,365,NA,0.7,NA,NA,NA,NA,NA,NA,NA,40,4,NA,NA,NA,0,0,0,0,0,9,1,5,
H15BN26,#N/A,Betula nana,69.57859699,-138.943882,45.482857,QHI,2021-07-15,2021-07-15,2019-08-15,2015,23,354,NA,0.8,NA,NA,NA,NA,NA,NA,NA,50,6,NA,NA,NA,0,0,0,0,0,10,2,2,
H15BN27,#N/A,Betula nana,69.57861803,-138.944226,44.309223,QHI,2021-07-15,2021-07-15,2019-08-15,2015,16,251,NA,0.6,NA,NA,NA,NA,NA,NA,NA,41,6,NA,NA,NA,0,0,0,0,0,9,2,3,
H15BN28,#N/A,Betula nana,69.578685,-138.944688,44.407768,QHI,2021-07-15,2021-07-15,2019-08-15,2015,20,>500,NA,0.8,NA,NA,NA,NA,NA,NA,NA,56,6,NA,NA,NA,0,0,0,0,0,10,3,6,
H15BN29,#N/A,Betula nana,69.57877502,-138.944464,45.004997,QHI,2021-07-15,2021-07-15,2019-08-15,2015,22,326,NA,1.2,NA,NA,NA,NA,NA,NA,NA,43,4,NA,NA,NA,0,0,0,0,0,10,5,4,
H15BN30,H15Bn30,Betula nana,69.578829,-138.945315,47.815899,QHI,2021-07-15,2021-07-15,2019-08-15,2015,14,180,NA,0.6,NA,NA,NA,NA,NA,NA,NA,38,5,NA,NA,NA,0,0,0,0,0,9,3,3,
H15SA1,H15Sa1,Salix arctica,69.57655499,-138.94557,18.681299,QHI,2021-07-15,2021-07-15,2020-08-15,2015,23,82,NA,18,NA,NA,NA,NA,NA,NA,NA,41,12,NA,NA,NA,0,0,0,0,0,12,5,1,
H15SA2,H15Sa2,Salix arctica,69.576457,-138.945025,19.972551,QHI,2021-07-15,2021-07-15,2020-08-15,2015,9,89,NA,28,NA,NA,NA,NA,NA,NA,NA,47,10,NA,NA,NA,0,0,0,0,0,12,4,1,
H15SA3,H15Sa3,Salix arctica,69.57657997,-138.944514,21.89798,QHI,2021-07-15,2021-07-15,2020-08-15,2015,7,-,NA,0.7,NA,NA,NA,NA,NA,NA,NA,44,9,NA,NA,NA,1,1,1,1,1,12,3,1,
H15SA4,H15Sa4,Salix arctica,69.57661098,-138.94412,20.996311,QHI,2021-07-15,2021-07-15,2020-08-15,2015,4,-,NA,0.5,NA,NA,NA,NA,NA,NA,NA,34,8,NA,NA,NA,0,0,0,0,0,12,2,1,
H15SA5,H15Sa5,Salix arctica,,,,QHI,2021-07-15,2021-07-15,2020-08-15,2015,13,-,NA,1.2,NA,NA,NA,NA,NA,NA,NA,43,6,NA,NA,NA,1,1,1,0,0,12,1,1,
H15BN11,H15Bn11,Betula nana,,,,QHI,2019-07-15,2019-07-15,2019-08-15,2015,38,314,NA,0.8,NA,NA,NA,NA,NA,NA,NA,52,9,NA,NA,NA,0,0,0,0,0,9,4,3,
H15BN12,#N/A,Betula nana,,,,QHI,2019-07-15,2019-07-15,2019-08-15,2015,36,264,NA,0.6,NA,NA,NA,NA,NA,NA,NA,46,7,NA,NA,NA,0,0,0,0,0,9,3,7,
H15BN13,H15BN13,Betula nana,,,,QHI,2019-07-15,2019-07-15,2019-08-15,2015,30,177,NA,1.4,NA,NA,NA,NA,NA,NA,NA,34,12,NA,NA,NA,0,0,0,0,0,9,1,3,
H15BN14,#N/A,Betula nana,,,,QHI,2019-07-15,2019-07-15,2019-08-15,2015,23,>500,NA,0.4,NA,NA,NA,NA,NA,NA,NA,31,5,NA,NA,NA,0,0,0,0,0,9,4,7,
H15BN15,#N/A,Betula nana,,,,QHI,2019-07-15,2019-07-15,2019-08-15,2015,29,>500,NA,0.4,NA,NA,NA,NA,NA,NA,NA,34,5,NA,NA,NA,0,0,0,0,0,10,2,4,
H15BN16,#N/A,Betula nana,,,,QHI,2019-07-15,2019-07-15,2019-08-15,2015,32,435,NA,0.8,NA,NA,NA,NA,NA,NA,NA,50,8,NA,NA,NA,0,0,0,0,0,10,1,2,
H15BN17,#N/A,Betula nana,,,,QHI,2019-07-15,2019-07-15,2019-08-15,2015,33,394,NA,0.7,NA,NA,NA,NA,NA,NA,NA,33,6,NA,NA,NA,0,0,0,0,0,10,4,4,
H15BN18,#N/A,Betula nana,,,,QHI,2019-07-15,2019-07-15,2019-08-15,2015,27,230,NA,1.1,NA,NA,NA,NA,NA,NA,NA,36,8,NA,NA,NA,0,0,0,0,0,9,3,5,
H15BN19,#N/A,Betula nana,,,,QHI,2019-07-15,2019-07-15,2019-08-15,2015,18,156,NA,0.9,NA,NA,NA,NA,NA,NA,NA,35,11,NA,NA,NA,0,0,0,0,0,10,1,6,
H15BN20,#N/A,Betula nana,,,,QHI,2019-07-15,2019-07-15,2019-08-15,2015,39,154,NA,2,NA,NA,NA,NA,NA,NA,NA,41,7,NA,NA,NA,0,0,0,0,0,10,4,6,
H15BN21,#N/A,Betula nana,,,,QHI,2019-07-15,2019-07-15,2019-08-15,2015,14,70,NA,1.8,NA,NA,NA,NA,NA,NA,NA,23,6,NA,NA,NA,0,0,0,0,0,10,5,2,
H15BN1,#N/A,Betula nana,,,,QHI,2018-07-15,2018-07-15,2019-08-15,2015,38,>500,NA,0.7,NA,NA,NA,NA,NA,NA,NA,46,7,NA,NA,NA,0,0,0,0,0,10,4,2,
H15BN10,#N/A,Betula nana,,,,QHI,2018-07-15,2018-07-15,2019-08-15,2015,29,>500,NA,0.7,NA,NA,NA,NA,NA,NA,NA,37,6,NA,NA,NA,0,0,0,0,0,10,3,4,
H15BN2,H15Bn2,Betula nana,,,,QHI,2018-07-15,2018-07-15,2019-08-15,2015,29,430,NA,0.4,NA,NA,NA,NA,NA,NA,NA,49,5,NA,NA,NA,0,0,0,0,0,10,3,2,
